Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;Prüfzifferberechnungsmethode;Datensatznummer;Änderungskennzeichen;Bankleitzahllöschung;Nachfolge-Bankleitzahl
"51850079";"1";"Sparkasse Oberhessen";"61167";"Friedberg (Hessen)";"Spk Oberhessen";"55179";"HELADEF1FRI";"06";"007497";"U";"0";"00000000"
"51861325";"1";"BVB Volksbank Ndl d Frankfurter Volksbank";"61101";"Bad Vilbel";"BVB Volksbank";"65101";"GENODEF1BVB";"06";"017378";"U";"0";"00000000"
"51861403";"1";"Volksbank Butzbach";"35510";"Butzbach";"Volksbank Butzbach";"65112";"GENODE51BUT";"32";"017895";"U";"0";"00000000"
"51861616";"1";"Landbank Horlofftal";"61201";"Reichelsheim (Wetterau)";"LdBk Horlofftal Reichelshei";"65152";"GENODE51REW";"32";"017978";"U";"0";"00000000"
"51861806";"1";"Volksbank Ober-Mörlen";"61239";"Ober-Mörlen";"Volksbank Ober-Mörlen";"65179";"GENODE51OBM";"32";"017602";"U";"0";"00000000"
"51961023";"1";"Volksbank Ulrichstein";"35327";"Ulrichstein";"Volksbank Ulrichstein";"65064";"GENODE51ULR";"32";"017300";"U";"0";"00000000"
"51961515";"1";"Spar- und Darlehnskasse Stockhausen -alt-";"36358";"Herbstein";"Spar-u Darlehnskasse -alt-";"65134";"GENODE51HSH";"32";"018197";"U";"0";"00000000"
"51961801";"1";"Volksbank Feldatal";"36325";"Feldatal";"Volksbank Feldatal";"65177";"GENODE51FEL";"32";"017875";"U";"0";"00000000"
"51990000";"1";"Volksbank Lauterbach-Schlitz";"36332";"Lauterbach (Hessen)";"Volksbank Lauterbach-Schl";"95012";"GENODE51LB1";"06";"022812";"U";"0";"00000000"
"52040021";"1";"Commerzbank";"34111";"Kassel";"Commerzbank Kassel";"24520";"COBADEFFXXX";"13";"006124";"U";"0";"00000000"
"52050000";"1";"Landeskreditkasse Kassel";"34112";"Kassel";"Landeskreditkasse Kassel";"55200";"HELADEFF520";"00";"010682";"U";"0";"00000000"
"52050353";"1";"Kasseler Sparkasse";"34117";"Kassel";"Kasseler Sparkasse";"55253";"HELADEF1KAS";"05";"008305";"U";"0";"00000000"
"52051373";"1";"Stadtsparkasse Borken (Hessen) -alt-";"34582";"Borken (Hessen)";"St Spk Borken -alt-";"55273";"HELADEF1BOR";"00";"006660";"U";"0";"00000000"
"52051555";"1";"Stadtsparkasse Felsberg -alt-";"34587";"Felsberg";"St Spk Felsberg -alt-";"55255";"HELADEF1FEL";"00";"006648";"U";"0";"00000000"
"52051877";"1";"Stadtsparkasse Grebenstein";"34389";"Grebenstein";"St Spk Grebenstein";"55277";"HELADEF1GRE";"00";"006596";"U";"0";"00000000"
"52052154";"1";"Kreissparkasse Schwalm-Eder";"34201";"Melsungen";"Kreissparkasse Schwalm-Eder";"55254";"HELADEF1MEG";"00";"009740";"U";"0";"00000000"
"52053458";"1";"Sparkasse Borken-Schwalmstadt";"34582";"Borken (Hessen)";"Spk Borken-Schwalmst,Borken";"55258";"HELADEF1SWA";"00";"006371";"U";"0";"00000000"
"52060000";"1";"DZ BANK";"34009";"Kassel";"DZ BANK";"65002";"GENODEFF520";"09";"015977";"U";"0";"00000000"
"52060208";"1";"Kurhessische Landbank";"34023";"Kassel";"Kurhessische Landbk Kassel";"65023";"GENODEF1KS2";"32";"015979";"U";"0";"00000000"
"52060410";"1";"Evangelische Bank";"34011";"Kassel";"Evangelische Bank Kassel";"65046";"GENODEF1EK1";"32";"024708";"U";"0";"00000000"
"52060420";"1";"Evangelische Bank (Gf GAA)";"34117";"Kassel";"Evangelische Bank";;"GENODEF1EK1";"32";"057486";"U";"0";"00000000"
"52061303";"1";"Raiffeisenbank Borken Nordhessen -alt-";"34582";"Borken (Hessen)";"RB Borken Nordhessen -alt-";"65092";"GENODEF1BOR";"32";"015966";"U";"0";"00000000"
"52062200";"1";"VR-Bank Chattengau -alt-";"34281";"Gudensberg";"VR-Bank Chattengau -alt-";"65210";"GENODEF1GUB";"32";"023099";"U";"0";"00000000"
"52062601";"1";"VR PartnerBank Chattengau-Schwalm-Eder";"34212";"Melsungen";"VR PartnerBank";"65247";"GENODEF1HRV";"32";"023732";"U";"0";"00000000"
"52063369";"1";"VR-Bank Spangenberg-Morschen";"34286";"Spangenberg";"VR-Bank Spangenbg-Morschen";"65600";"GENODEF1SPB";"32";"016424";"U";"0";"00000000"
"52063550";"1";"Raiffeisenbank HessenNord";"34466";"Wolfhagen";"Raiffeisenbank HessenNord";"65590";"GENODEF1WOH";"32";"016553";"U";"0";"00000000"
"52064156";"1";"Raiffeisenbank";"34217";"Baunatal";"Raiffeisenbank Baunatal";"65310";"GENODEF1BTA";"32";"016135";"U";"0";"00000000"
"52069013";"1";"Raiffeisenbank Burghaun -alt-";"36151";"Burghaun";"RB Burghaun -alt-";"65328";"GENODEF1BHN";"32";"015734";"U";"0";"00000000"
"52069029";"1";"Spar-u. Kredit-Bank";"35283";"Gemünden (Wohra)";"Spar-u Kredit-Bank Gemünden";"65334";"GENODEF1GMD";"32";"015807";"U";"0";"00000000"
"52069065";"1";"Raiffeisenbank Langenschwarz -alt-";"36151";"Burghaun";"Raiffbk Langenschwarz -alt-";"65352";"GENODEF1BUR";"32";"016064";"U";"0";"00000000"
"52069149";"1";"Raiffeisenbank Volkmarsen -alt-";"34471";"Volkmarsen";"Raiffbk Volkmarsen -alt-";"65391";"GENODEF1VLM";"32";"016495";"U";"0";"00000000"
"52069519";"1";"Frankenberger Bank Raiffeisenbank -alt-";"35066";"Frankenberg";"Frankenberger Bank -alt-";"65488";"GENODEF1FBK";"32";"015788";"M";"0";"00000000"
"52070012";"1";"Deutsche Bank";"34117";"Kassel";"Deutsche Bank";"27107";"DEUTDEFF520";"63";"005704";"U";"0";"00000000"
"52070024";"1";"Deutsche Bank";"34117";"Kassel";"Deutsche Bank";"21107";"DEUTDEDB520";"63";"050150";"U";"0";"00000000"
"52071212";"1";"Deutsche Bank";"34535";"Bad Wildungen";"Deutsche Bank";"27052";"DEUTDEFF521";"63";"004931";"U";"0";"00000000"
"52071224";"1";"Deutsche Bank";"34535";"Bad Wildungen";"Deutsche Bank";"21051";"DEUTDEDB521";"63";"050151";"U";"0";"00000000"
"52080080";"1";"Commerzbank vormals Dresdner Bank";"34010";"Kassel";"Commerzbank Kassel";"28520";"DRESDEFF520";"76";"005551";"U";"0";"00000000"
"52080085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK1";"34001";"Kassel";"Commerzbank ITGK1 Kassel";;"DRESDEFFJ19";"09";"055203";"U";"0";"00000000"
"52090000";"1";"Volksbank Kassel Göttingen";"34117";"Kassel";"VB Kassel Göttingen";"95013";"GENODE51KS1";"06";"023642";"U";"0";"00000000"
"52240006";"1";"Commerzbank";"37252";"Eschwege";"Commerzbank Eschwege";"24522";"COBADEFFXXX";"13";"005071";"U";"0";"00000000"
"52250030";"1";"Sparkasse Werra-Meißner";"37254";"Eschwege";"Sparkasse Werra-Meißner";"55230";"HELADEF1ESW";"00";"007437";"U";"0";"00000000"
"52260385";"1";"VR-Bank Mitte";"37115";"Duderstadt";"VR-Bank Mitte";"65044";"GENODEF1ESW";"32";"016048";"U";"0";"00000000"
"52270012";"1";"Deutsche Bank";"37252";"Eschwege";"Deutsche Bank";"27051";"DEUTDEFF522";"63";"004958";"U";"0";"00000000"
"52270024";"1";"Deutsche Bank";"37252";"Eschwege";"Deutsche Bank";"21052";"DEUTDEDB522";"63";"050152";"U";"0";"00000000"
"52350005";"1";"Sparkasse Waldeck-Frankenberg";"34497";"Korbach";"Spk Waldeck-Frankenberg";"55205";"HELADEF1KOR";"00";"008363";"U";"0";"00000000"
"52360059";"1";"Waldeck-Frankenberger Bank";"34497";"Korbach";"Waldeck-Frankenberger Bank";"65008";"GENODEF1KBW";"32";"015991";"M";"0";"00000000"
"52410300";"1";"ReiseBank";"60489";"Frankfurt am Main";"ReiseBank Frankfurt am Main";"26946";"RBAGDEF1XXX";"09";"050954";"U";"0";"00000000"
"52410310";"1";"ReiseBank Gf2";"60489";"Frankfurt am Main";"ReiseBank Gf2 Frankfurt";"26949";"RBAGDEF1CMI";"09";"055498";"U";"0";"00000000"
"52410400";"1";"KEB Hana Bank (Deutschland)";"60325";"Frankfurt am Main";"KEB Hana Bank (Deutschland)";;"KOEXDEFAXXX";"19";"047576";"U";"0";"00000000"
"52411000";"1";"ReiseBank Gf3 vormals Cash Express";"60489";"Frankfurt am Main";"ReiseBank vorm.Cash Express";"99021";"RBAGDEF1CMI";"09";"055357";"U";"0";"00000000"
"52411010";"1";"ReiseBank Gf4 vormals Cash Express";"60489";"Frankfurt am Main";"ReiseBank vorm.Cash Express";"99034";"RBAGDEF1CMI";"09";"055360";"U";"0";"00000000"
"52420000";"1";"Credit Agricole CIB Deutschland";"60325";"Frankfurt am Main";"Credit Agricole Deutschland";;"BSUIDEFFXXX";"09";"048509";"U";"0";"00000000"
"52420300";"1";"SHINHAN BANK EUROPE";"60322";"Frankfurt am Main";"SHINHAN BANK EUROPE Ffm";;"SHBKDEFFXXX";"09";"048745";"U";"0";"00000000"
"52420600";"1";"Piraeus Bank Frankfurt Branch";"60329";"Frankfurt am Main";"Piraeus Bank Frankfurt";"29925";"ABGRDEFFXXX";"30";"049480";"U";"0";"00000000"
"52420700";"1";"SECB Swiss Euro Clearing Bank";"60486";"Frankfurt am Main";"SECB Frankfurt Main";;"SECGDEFFXXX";"09";"049742";"U";"0";"00000000"
"52430000";"1";"TARGOBANK FIRMENKUNDEN CIB";"60329";"Frankfurt am Main";"TARGOBANK CIB Frankfurt";;"CMCIDEF1XXX";"00";"049756";"U";"0";"00000000"
"53040012";"1";"Commerzbank";"36002";"Fulda";"Commerzbank Fulda";"24533";"COBADEFFXXX";"13";"006100";"U";"0";"00000000"
"53050180";"1";"Sparkasse Fulda";"36035";"Fulda";"Sparkasse Fulda";"55380";"HELADEF1FDS";"01";"007485";"U";"0";"00000000"
"53051396";"1";"Kreissparkasse Schlüchtern";"36372";"Schlüchtern";"Kreissparkasse Schlüchtern";"55396";"HELADEF1SLU";"01";"005878";"U";"0";"00000000"
"53060180";"1";"VR Bank Fulda";"36037";"Fulda";"VR Bank Fulda";"65021";"GENODE51FUL";"32";"016210";"U";"0";"00000000"
"53061230";"1";"VR-Bank NordRhön";"36081";"Hünfeld";"VR-Bank NordRhön Hünfeld";"65085";"GENODEF1HUE";"32";"016589";"U";"0";"00000000"
"53061313";"1";"VR Bank Schlüchtern-Birstein -alt-";"36381";"Schlüchtern";"VR Bk Schlü.-Birstein -alt-";"65097";"GENODE51SLU";"32";"016434";"U";"0";"00000000"
"53062035";"1";"Raiffeisenbank im Fuldaer Land";"36137";"Großenlüder";"RB im Fuldaer LandGrl.";"65197";"GENODEF1GLU";"32";"015829";"U";"0";"00000000"
"53062350";"1";"Raiffeisenbank Biebergrund-Petersberg";"36094";"Petersberg";"Raiffbk Biebergrd-Petersbg";"65228";"GENODEF1PBG";"32";"016322";"U";"0";"00000000"
"53064023";"1";"Raiffeisenbank -alt-";"36101";"Flieden";"Raiffeisenbank Flieden-alt-";"65307";"GENODEF1FLN";"32";"015786";"U";"0";"00000000"
"53070007";"1";"Deutsche Bank";"36037";"Fulda";"Deutsche Bank";"27105";"DEUTDEFF530";"63";"005666";"U";"0";"00000000"
"53070024";"1";"Deutsche Bank";"36037";"Fulda";"Deutsche Bank";"21105";"DEUTDEDB530";"63";"050154";"U";"0";"00000000"
"53070324";"1";"Postbank/DSL Ndl der Deutsche Bank";"36037";"Fulda";"Postbank Ndl Deutsche Bank";"21394";"DEUTDEDBP27";"63";"057579";"U";"0";"00000000"
"53070394";"1";"Postbank/DSL Ndl der Deutsche Bank";"36037";"Fulda";"Postbank Ndl Deutsche Bank";"27394";"DEUTDEFFS27";"63";"057578";"U";"0";"00000000"
"53080030";"1";"Commerzbank vormals Dresdner Bank";"36002";"Fulda";"Commerzbank Fulda";"28530";"DRESDEFF530";"76";"005522";"U";"0";"00000000"
"53093200";"1";"VR Bank HessenLand";"36295";"Alsfeld";"VR Bank HessenLand";"95272";"GENODE51ALS";"32";"023393";"U";"0";"00000000"
"53093255";"1";"AgrarBank";"36295";"Alsfeld";"AgrarBank Alsfeld";"95275";"GENODE51AGR";"32";"055073";"U";"0";"00000000"
"53240048";"1";"Commerzbank";"36222";"Bad Hersfeld";"Commerzbank Bad Hersfeld";"24521";"COBADEFFXXX";"13";"005061";"U";"0";"00000000"
"53250000";"1";"Sparkasse Bad Hersfeld-Rotenburg";"36229";"Bad Hersfeld";"Spk Bad Hersfeld-Rotenburg";"55300";"HELADEF1HER";"A6";"006513";"U";"0";"00000000"
"53260145";"1";"Raiffeisenbank Asbach-Sorga -alt-";"36251";"Bad Hersfeld";"Raiffbk Asbach-Sorga -alt-";"65020";"GENODEF1HFA";"32";"016128";"U";"0";"00000000"
"53261202";"1";"Bankverein Bebra -alt-";"36179";"Bebra";"Bankverein Bebra -alt-";"65076";"GENODEF1BEB";"32";"015952";"U";"0";"00000000"
"53261342";"1";"Raiffeisenbank Werratal-Landeck";"36266";"Heringen (Werra)";"Raiffbk Werratal-Landeck";"65103";"GENODEF1RAW";"32";"016571";"U";"0";"00000000"
"53262073";"1";"Raiffeisenbank Haunetal -alt-";"36166";"Haunetal";"Raiffbk Haunetal -alt-";"65200";"GENODEF1HNT";"32";"016286";"U";"0";"00000000"
"53262455";"1";"Raiffeisenbank Ronshausen-Marksuhl -alt-";"36217";"Ronshausen";"Raiffbk Ronshausen -alt-";"65238";"GENODEF1ROH";"32";"016381";"U";"0";"00000000"
"53270012";"1";"Deutsche Bank";"36223";"Bad Hersfeld";"Deutsche Bank";"27053";"DEUTDEFF532";"63";"004941";"U";"0";"00000000"
"53270024";"1";"Deutsche Bank";"36223";"Bad Hersfeld";"Deutsche Bank";"21053";"DEUTDEDB518";"63";"050156";"U";"0";"00000000"
"53280081";"1";"Commerzbank vormals Dresdner Bank";"36251";"Bad Hersfeld";"Commerzbank Bad Hersfeld";;"DRESDEFF532";"76";"005305";"U";"0";"00000000"
"53290000";"1";"VR-Bankverein Bad Hersfeld-Rotenburg";"36251";"Bad Hersfeld";"VR-Bankverein Bad Hersfeld";"95017";"GENODE51BHE";"06";"023449";"U";"0";"00000000"
"53340024";"1";"Commerzbank";"35002";"Marburg";"Commerzbank Marburg Lahn";"24535";"COBADEFFXXX";"13";"006129";"U";"0";"00000000"
"53350000";"1";"Sparkasse Marburg-Biedenkopf";"35009";"Marburg";"Spk Marburg-Biedenkopf";"55311";"HELADEF1MAR";"06";"046524";"U";"0";"00000000"
"53370008";"1";"Deutsche Bank";"35017";"Marburg";"Deutsche Bank";"27055";"DEUTDEFF533";"63";"005717";"U";"0";"00000000"
"53370024";"1";"Deutsche Bank";"35017";"Marburg";"Deutsche Bank";"21055";"DEUTDEDB533";"63";"050157";"U";"0";"00000000"
"53380042";"1";"Commerzbank vormals Dresdner Bank";"35003";"Marburg";"Commerzbank Marburg Lahn";;"DRESDEFF533";"76";"005560";"U";"0";"00000000"
"53381843";"1";"Commerzbank vormals Dresdner Bank";"35251";"Stadtallendorf";"Commerzbank Stadtallendf";;"DRESDEFF568";"76";"006750";"U";"0";"00000000"
"54020090";"1";"UniCredit Bank - HypoVereinsbank";"67608";"Kaiserslautern";"UniCredit Bank-HypoVereinbk";"22040";"HYVEDEMM482";"99";"032277";"U";"0";"00000000"
"54030011";"1";"Service Credit Union Overseas Headquarters";"67681";"Sembach";"Service Credit Union";"23962";"SCRUDE51XXX";"09";"051749";"U";"0";"00000000"
"54040042";"1";"Commerzbank";"67611";"Kaiserslautern";"Commerzbank Kaiserslautern";"24672";"COBADEFFXXX";"13";"006126";"U";"0";"00000000"
"54050110";"1";"Stadtsparkasse Kaiserslautern -alt-";"67653";"Kaiserslautern";"St Spk Kaiserslautern -alt-";"55421";"MALADE51KLS";"00";"013130";"U";"0";"00000000"
"54050220";"1";"Sparkasse Kaiserslautern";"67653";"Kaiserslautern";"Spk Kaiserslautern";"55420";"MALADE51KLK";"00";"013081";"U";"0";"00000000"
"54051550";"1";"Kreissparkasse Kusel";"66864";"Kusel";"Kr Spk Kusel";"55427";"MALADE51KUS";"00";"013030";"U";"0";"00000000"
"54051660";"1";"Stadtsparkasse Landstuhl -alt-";"66849";"Landstuhl";"St Spk Landstuhl -alt-";"55430";"MALADE51LAS";"B2";"013127";"U";"1";"00000000"
"54051990";"1";"Sparkasse Donnersberg";"67802";"Rockenhausen";"Sparkasse Donnersberg";"55448";"MALADE51ROK";"00";"013352";"U";"0";"00000000"
"54061650";"1";"VR-Bank Westpfalz -alt-";"66849";"Landstuhl";"VR-Bank Westpfalz -alt-";"65591";"GENODE61LAN";"32";"044495";"U";"0";"00000000"
"54062027";"1";"Raiffeisenbank Donnersberg -alt-";"67308";"Albisheim (Pfrimm)";"Raiffbk Albisheim -alt-";"65196";"GENODE61ALB";"32";"020204";"U";"1";"00000000"
"54070024";"1";"Deutsche Bank";"67611";"Kaiserslautern";"Deutsche Bank";"21191";"DEUTDEDB540";"63";"050158";"U";"0";"00000000"
"54070092";"1";"Deutsche Bank";"67611";"Kaiserslautern";"Deutsche Bank";"27191";"DEUTDESM540";"63";"005820";"U";"0";"00000000"
"54080021";"1";"Commerzbank vormals Dresdner Bank";"67611";"Kaiserslautern";"Commerzbk Kaiserslautern";"28540";"DRESDEFF540";"76";"005556";"U";"0";"00000000"
"54090000";"1";"Volksbank Kaiserslautern";"67655";"Kaiserslautern";"Voba Kaiserslautern";"95019";"GENODE61KL1";"06";"023624";"U";"0";"00000000"
"54091700";"1";"Volksbank Lauterecken";"67742";"Lauterecken";"Volksbank Lauterecken";"95166";"GENODE61LEK";"06";"022813";"U";"0";"00000000"
"54091800";"1";"VR Bank Nordwestpfalz -alt-";"67806";"Rockenhausen";"VR Bank Nordwestpfalz -alt-";"95172";"GENODE61OB1";"06";"023956";"U";"0";"00000000"
"54092400";"1";"Volksbank Glan-Münchweiler";"66905";"Glan-Münchweiler";"Volksbank Glan-Münchweiler";"95194";"GENODE61GLM";"06";"023063";"U";"0";"00000000"
"54220091";"1";"UniCredit Bank - HypoVereinsbank";"66923";"Pirmasens";"UniCredit Bank-HypoVereinbk";"22069";"HYVEDEMM485";"99";"032271";"U";"0";"00000000"
"54240032";"1";"Commerzbank";"66953";"Pirmasens";"Commerzbank Pirmasens";"24676";"COBADEFFXXX";"13";"007005";"U";"0";"00000000"
"54250010";"1";"Sparkasse Südwestpfalz";"66930";"Pirmasens";"Spk Südwestpfalz Pirmasens";"55446";"MALADE51SWP";"00";"013386";"U";"0";"00000000"
"54261700";"1";"VR-Bank Südwestpfalz Pirmasens-Zweibrücken";"66953";"Pirmasens";"VR-Bank Südwestpfalz";"65162";"GENODE61ROA";"32";"020500";"U";"0";"00000000"
"54270024";"1";"Deutsche Bank";"66923";"Pirmasens";"Deutsche Bank";"21201";"DEUTDEDB542";"63";"050160";"U";"0";"00000000"
"54270096";"1";"Deutsche Bank";"66923";"Pirmasens";"Deutsche Bank";"27201";"DEUTDESM542";"63";"006872";"U";"0";"00000000"
"54280023";"1";"Commerzbank vormals Dresdner Bank";"66923";"Pirmasens";"Commerzbank Pirmasens";"28542";"DRESDEFF542";"76";"006762";"U";"0";"00000000"
"54291200";"1";"Raiffeisen- u Volksbank Dahn -alt-";"66991";"Dahn";"Raiffbk u Volksbk Dahn-alt-";"95126";"GENODE61DAH";"32";"023151";"U";"0";"00000000"
"54500000";"1";"Bundesbank";"67008";"Ludwigshafen am Rhein";"BBk Ludwigshafen am Rhein";"20545";"MARKDEF1545";"09";"011532";"U";"0";"00000000"
"54510067";"1";"Postbank Ndl der Deutsche Bank";"67057";"Ludwigshafen am Rhein";"Postbank Ndl Deutsche Bank";"10067";"PBNKDEFFXXX";"24";"018426";"U";"0";"00000000"
"54520194";"1";"UniCredit Bank - HypoVereinsbank";"67003";"Ludwigshafen am Rhein";"UniCredit Bank-HypoVereinbk";"22053";"HYVEDEMM483";"99";"032398";"U";"0";"00000000"
"54540033";"1";"Commerzbank";"67003";"Ludwigshafen am Rhein";"Commerzbank Ludwigshafen Rh";"24674";"COBADEFFXXX";"13";"006175";"U";"0";"00000000"
"54550010";"1";"Sparkasse Vorderpfalz";"67059";"Ludwigshafen am Rhein";"Sparkasse Vorderpfalz";"55434";"LUHSDE6AXXX";"00";"013124";"U";"0";"00000000"
"54550120";"1";"Kreissparkasse Rhein-Pfalz";"67071";"Ludwigshafen am Rhein";"Kreissparkasse Rhein-Pfalz";"55433";"MALADE51LUH";"00";"013000";"U";"0";"00000000"
"54561310";"1";"RV Bank Rhein-Haardt -alt-";"67241";"Lambsheim";"RV Bank Rhein-Haardt -alt-";"65095";"GENODE61LBS";"32";"020402";"U";"0";"00000000"
"54570024";"1";"Deutsche Bank";"67003";"Ludwigshafen am Rhein";"Deutsche Bank";"21195";"DEUTDEDB545";"63";"050165";"U";"0";"00000000"
"54570094";"1";"Deutsche Bank";"67003";"Ludwigshafen am Rhein";"Deutsche Bank";"27195";"DEUTDESM545";"63";"005795";"U";"0";"00000000"
"54580020";"1";"Commerzbank vormals Dresdner Bank";"67003";"Ludwigshafen am Rhein";"Commerzbank Ludwigshafen";"28545";"DRESDEFF545";"76";"005600";"U";"0";"00000000"
"54620093";"1";"UniCredit Bank - HypoVereinsbank";"67402";"Neustadt an der Weinstraße";"UniCredit Bank-HypoVereinbk";"22063";"HYVEDEMM620";"99";"032401";"U";"0";"00000000"
"54640035";"1";"Commerzbank";"67403";"Neustadt an der Weinstraße";"Commerzbank Neustadt Weinst";"24675";"COBADEFFXXX";"13";"006115";"U";"0";"00000000"
"54651240";"1";"Sparkasse Rhein-Haardt";"67087";"Bad Dürkheim";"Spk Rhein-Haardt";"55404";"MALADE51DKH";"00";"012740";"U";"0";"00000000"
"54661800";"1";"Raiffeisenbank Freinsheim -alt-";"67248";"Freinsheim";"Raiffbk Freinsheim -alt-";"65176";"GENODE61FSH";"32";"020301";"U";"0";"00000000"
"54663270";"1";"Raiffeisenbank Friedelsheim-Rödersheim -alt-";"67159";"Friedelsheim";"Raiffbk Friedelsheim -alt-";"65284";"GENODE61FHR";"32";"020303";"U";"0";"00000000"
"54670024";"1";"Deutsche Bank";"67433";"Neustadt an der Weinstraße";"Deutsche Bank";"21198";"DEUTDEDB546";"63";"050170";"U";"0";"00000000"
"54670095";"1";"Deutsche Bank";"67433";"Neustadt an der Weinstraße";"Deutsche Bank";"27198";"DEUTDESM546";"63";"005695";"U";"0";"00000000"
"54680022";"1";"Commerzbank vormals Dresdner Bank";"67403";"Neustadt an der Weinstraße";"Commerzbank Neustadt";"28546";"DRESDEFF546";"76";"005539";"U";"0";"00000000"
"54691200";"1";"VR Bank Mittelhaardt";"67098";"Bad Dürkheim";"VR Bank Mittelhaardt";"95128";"GENODE61DUW";"06";"023442";"U";"0";"00000000"
"54750010";"1";"Kreis- und Stadtsparkasse Speyer";"67343";"Speyer";"Kr u St Spk Speyer";"55454";"MALADE51SPY";"00";"013444";"U";"0";"00000000"
"54790000";"1";"Vereinigte VR Bank Kur- und Rheinpfalz";"67346";"Speyer";"VerVR Bank Kur-u Rheinpfalz";"95024";"GENODE61SPE";"06";"024155";"U";"0";"00000000"
"54850010";"1";"Sparkasse Südpfalz";"76825";"Landau in der Pfalz";"Sparkasse Südpfalz";"55429";"SOLADES1SUW";"00";"013160";"U";"0";"00000000"
"54851440";"1";"Sparkasse Germersheim-Kandel";"76866";"Kandel";"Spk Kandel Pfalz";"55422";"MALADE51KAD";"00";"013186";"U";"0";"00000000"
"54861190";"1";"Raiffeisenbank Oberhaardt-Gäu -alt-";"67483";"Edesheim";"Raiffbk Oberhaardt-Gäu-alt-";"65075";"GENODE61EDH";"32";"020276";"U";"0";"00000000"
"54862390";"1";"Raiffeisenbank -alt-";"76858";"Herxheim";"Raiffbk Herxheim -alt-";"65231";"GENODE61HXH";"32";"021200";"U";"0";"00000000"
"54862500";"1";"VR Bank Südpfalz";"76829";"Landau in der Pfalz";"VR Bank Südpfalz";"65632";"GENODE61SUW";"32";"021258";"U";"0";"00000000"
"54891300";"1";"VR Bank Südliche Weinstraße-Wasgau";"76887";"Bad Bergzabern";"VR Bank Südl Weinstr-Wasgau";"95140";"GENODE61BZA";"06";"023439";"U";"0";"00000000"
"55000000";"1";"Bundesbank";"55020";"Mainz";"BBk Mainz";"20550";"MARKDEF1550";"09";"011534";"U";"0";"00000000"
"55010400";"1";"Aareal Bank GF - BK01 -";"65189";"Wiesbaden";"Aareal Bank GF - BK01 -";"26917";"AARBDE5WDOM";"01";"052453";"U";"0";"00000000"
"55010424";"1";"Aareal Bank ehem. Filiale Mainz";"65189";"Wiesbaden";"Aareal Bank Wiesbaden";"26915";"AARBDE5W550";"09";"006295";"U";"0";"00000000"
"55010625";"1";"Aareal Bank Clearing Wiesbaden";"65189";"Wiesbaden";"Aareal Clearing Wiesbaden";;"AARBDE5WCLE";"09";"042810";"U";"0";"00000000"
"55010800";"1";"Investitions- und Strukturbank RP";"55020";"Mainz";"ISB RP";;"ISBRDE55XXX";"09";"050490";"U";"0";"00000000"
"55020000";"1";"BHF-BANK";"55116";"Mainz";"BHF-BANK Mainz";"25164";"BHFBDEFF550";"60";"006294";"U";"0";"00000000"
"55020100";"1";"Bausparkasse Mainz";"55004";"Mainz";"Bausparkasse Mainz";;"BKMZDE51XXX";"09";"043600";"U";"0";"00000000"
"55020486";"1";"UniCredit Bank - HypoVereinsbank";"55005";"Mainz";"UniCredit Bank-HypoVereinbk";"22054";"HYVEDEMM486";"99";"006296";"U";"0";"00000000"
"55020500";"1";"Bank für Sozialwirtschaft";"34117";"Kassel";"Bank für Sozialwirtschaft";"25019";"BFSWDE33MNZ";"09";"049471";"U";"0";"00000000"
"55020555";"1";"Bank für Sozialwirtschaft";"34117";"Kassel";"Sozialbank Mainz";;"BFSWDE33MNZ";"09";"056660";"U";"0";"00000000"
"55020600";"1";"Aareal Bank (formerly Westdeutsche ImmobilienBank)";"65189";"Wiesbaden";"Aareal Bank";;"IMMODE5MXXX";"09";"049105";"U";"0";"00000000"
"55020700";"1";"Süd-West-Kreditbank Finanzierung";"55387";"Bingen am Rhein";"SWK-Bank Bingen";;"SUFGDE51XXX";"16";"050542";"U";"0";"00000000"
